<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USDJPY,20180416,3:00,107.201,107.273,107.175,107.25,3783980000
USDJPY,20180416,4:00,107.25,107.253,107.164,107.248,2996460001
USDJPY,20180416,5:00,107.248,107.253,107.129,107.208,4024810001
USDJPY,20180416,6:00,107.207,107.314,107.17,107.217,5386899999
USDJPY,20180416,7:00,107.219,107.289,107.198,107.21,6874319999
USDJPY,20180416,8:00,107.208,107.274,107.181,107.193,5095400000
USDJPY,20180416,9:00,107.192,107.22,107.15,107.202,4693519999
USDJPY,20180416,10:00,107.201,107.271,107.182,107.235,3821350000
USDJPY,20180416,11:00,107.233,107.337,107.219,107.335,3972940000
USDJPY,20180416,12:00,107.335,107.39,107.263,107.309,6481650000
USDJPY,20180416,13:00,107.309,107.338,107.196,107.212,7166840001
USDJPY,20180416,14:00,107.211,107.298,107.167,107.253,7209450000
USDJPY,20180416,15:00,107.254,107.29,107.235,107.26,6276310000
USDJPY,20180416,16:00,107.261,107.28,107.1,107.115,5734820000
USDJPY,20180416,17:00,107.116,107.173,107.047,107.059,4488200001
USDJPY,20180416,18:00,107.059,107.092,107.035,107.086,4506180000
USDJPY,20180416,19:00,107.087,107.154,107.071,107.135,4900270000
USDJPY,20180416,20:00,107.136,107.144,107.074,107.108,3039500000
USDJPY,20180416,21:00,107.103,107.148,107.095,107.132,4671890000
USDJPY,20180416,22:00,107.132,107.137,107.09,107.114,1110760000
USDJPY,20180416,23:00,107.115,107.161,107.036,107.053,2597970000
USDJPY,20180417,0:0,107.053,107.118,106.997,107.068,6243060000
USDJPY,20180417,10:00,107.068,107.068,106.969,107.002,5318080000
USDJPY,20180417,20:00,107.002,107.091,107.001,107.043,3836290000
USDJPY,20180417,3:00,107.043,107.094,107.02,107.073,2785410000
USDJPY,20180417,4:00,107.072,107.081,107.024,107.058,2268930000
USDJPY,20180417,5:00,107.058,107.065,106.989,106.999,3700160000
USDJPY,20180417,6:00,106.999,107.025,106.904,106.916,5603070000
USDJPY,20180417,7:00,106.915,107.009,106.883,106.997,5350870000
USDJPY,20180417,8:00,106.995,107.016,106.917,106.969,4897719999
USDJPY,20180417,9:00,106.969,107.07,106.95,107.058,4358310000
USDJPY,20180417,10:00,107.059,107.093,107.028,107.078,4698360000
USDJPY,20180417,11:00,107.077,107.099,107.029,107.091,3668160001
USDJPY,20180417,12:00,107.091,107.168,107.076,107.141,6609659991
USDJPY,20180417,13:00,107.142,107.152,107.076,107.125,7180040002
USDJPY,20180417,14:00,107.126,107.211,107.12,107.142,6888750000
USDJPY,20180417,15:00,107.142,107.158,107.086,107.087,5723720000
USDJPY,20180417,16:00,107.088,107.126,106.935,106.943,5686250000
USDJPY,20180417,17:00,106.943,107.021,106.896,106.999,6420379999
USDJPY,20180417,18:00,106.998,107.031,106.945,107.004,5294310000
USDJPY,20180417,19:00,107.004,107.047,106.988,107.015,5460790018
USDJPY,20180417,20:00,107.015,107.041,106.992,107.004,3006610000
USDJPY,20180417,21:00,107.003,107.041,106.987,107.012,6668500000
USDJPY,20180417,22:00,107.011,107.054,107.002,107.033,1684860000
USDJPY,20180417,23:00,107.032,107.063,107.007,107.021,1734370000
USDJPY,20180418,0:0,107.021,107.207,107.008,107.183,6635030000
USDJPY,20180418,10:00,107.183,107.324,107.18,107.29,5915480000
USDJPY,20180418,20:00,107.29,107.295,107.231,107.243,2578039999
USDJPY,20180418,3:00,107.244,107.353,107.244,107.322,3609700001
USDJPY,20180418,4:00,107.322,107.375,107.296,107.351,2764460000
USDJPY,20180418,5:00,107.351,107.383,107.31,107.339,3910880001
USDJPY,20180418,6:00,107.341,107.357,107.282,107.303,5783220000
USDJPY,20180418,7:00,107.306,107.376,107.274,107.306,7327390000
USDJPY,20180418,8:00,107.304,107.348,107.256,107.281,5770740000
